Customer_ID;Gender;Birth_Date;Ref_Date;Marital_Status;Children_Num;Occupation_Category;Total_Income;Payroll_Flag;Business_Flag;Saving_Current_Accounts_Flag;Investment_Products_Flag;Insurance_Products_Flag;Business_Loans_Flag;Housing_Loans_Flag;Consumer_Loans_Flag;Credit_Cards_Flag;Saving_Current_Balance;Investment_Products_Balance;Insurance_Balances;Business_Loans_Balance;Housing_Loans_Balance;Consumer_Loans_Balance;Credit_Cards_Balance;Branch_Trans_Num;ATM_Trans_Num;APS_Trans_Num;Phone_Trans_Num;Internet_Trans_Num;Deposit_Trans_Num;Withdrawl_Trans_Num;Payment_Trans_Num;Transfer_Trans_Num;Deposit_Trans_Amount;Withdrawl_Trans_Amount;Payment_Trans_Amount;Transfer_Trans_Amount;Credit_Cards_Installments;Credit_Cards_Payments_Num;Credit_Cards_Purchases_Num;Credit_Cards_Witrhdrawals_Num;Credit_Cards_Payments_Amount;Credit_Cards_Purchases_Amount;Credit_Cards_Witrhdrawals_Amount;Arrears_Months_Max;Time_Deposits_Flag;Age;Age_Group;Income_Group
697362.0;Male;23.06.1942;31.12.2008;Married;0.0;Retirees;17495.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;3614.058333;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;F;66;Senior;Medium Income
1248603.0;Female;19.11.1976;31.12.2008;Widow;2.0;Employees;18719.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;F;32;Young;Medium Income
1247672.0;Male;11.02.1977;31.12.2008;Married;1.0;Employees;118138.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;87.04;0.0;0.0;0.0;0.0;4620.433333;87.646666;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;290.0;0.0;0.0;0.0;1.666667;0.666667;0.833333;0.0;85.833333;104.166666;0.0;0.0;F;31;Young;High Income
1251635.0;Male;07.02.1956;31.12.2008;Married;1.0;Business-Owners;28827.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;15368.456666;7508.158333;0.333333;0.0;2.0;0.0;0.0;0.0;0.0;0.833333;0.0;0.0;0.0;194.166666;0.0;1.833333;1.333333;0.333333;0.0;185.833333;2.865;0.0;3.0;F;52;Middle-Age;Medium Income
1248685.0;Male;19.07.1949;31.12.2008;Married;0.0;Employees;6602.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;306.988333;0.0;0.0;0.0;0.0;2324.135;4743.823333;0.0;5.5;0.0;0.0;0.0;0.166667;2.666667;0.833333;0.0;25.0;480.0;140.0;0.0;2.166667;1.833333;0.0;0.0;365.0;0.0;0.0;1.0;F;59;Senior;Low Income
1250345.0;Female;24.08.1946;31.12.2008;Married;0.0;Retirees;25444.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;809.11;0.0;0.0;0.0;0.0;0.0;0.0;0.666667;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.333333;0.0;0.0;0.0;1.053333;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;F;62;Senior;Medium Income
1250421.0;Male;19.06.1977;31.12.2008;Single;0.0;Employees;15171.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;45.506666;0.166667;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.166667;0.166667;0.0;0.0;34.525;0.0;0.0;1.0;F;31;Young;Medium Income
1668351.0;Male;26.10.1943;31.12.2008;Married;0.0;Employees;24130.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1109.413333;0.0;0.0;0.0;0.0;0.0;219.741666;0.166667;2.833333;0.0;0.166667;2.5;0.0;2.833333;0.0;0.0;0.0;580.0;0.0;0.0;8.333333;1.333333;3.166667;0.0;563.806666;468.768333;0.0;0.0;F;65;Senior;Medium Income
1665242.0;Male;02.10.1947;31.12.2008;Married;2.0;Retirees;32481.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;5603.631666;0.0;0.166667;0.666667;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.0;0.0;2622.976666;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;F;61;Senior;Medium Income
1672061.0;Female;03.05.1970;31.12.2008;Married;2.0;Business-Owners;59494.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;3391.39;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;F;38;Middle-Age;High Income
2176411.0;Female;22.08.1945;31.12.2008;Married;0.0;Retirees;41014.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.03;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;F;63;Senior;Medium Income
2180474.0;Female;28.04.1979;31.12.2008;Single;0.0;Employees;8684.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;146.16;0.0;0.0;0.0;0.0;1563.986666;0.02;0.833333;4.166667;0.166667;0.0;0.0;0.0;4.166667;1.0;0.0;0.0;435.0;492.626666;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;F;29;Young;Low Income
2180565.0;Male;22.09.1963;31.12.2008;Single;0.0;Rentiers;4277.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;11.264999;0.0;21.913333;0.0;0.0;10818.198333;-0.08;3.166667;0.0;0.333333;0.0;0.0;0.833333;0.0;1.166666;0.0;36.588333;0.0;148.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;F;45;Middle-Age;Low Income
3039541.0;Male;25.06.1955;31.12.2008;Married;0.0;Unemployeed;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;37.54;0.0;0.0;0.0;8959.193333;10790.723333;-2.63;0.333333;0.0;0.5;0.0;0.0;0.333333;0.0;0.5;0.0;276.236666;0.0;75.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;F;53;Middle-Age;No Income
3743954.0;Male;06.03.1969;31.12.2008;Single;0.0;Employees;15274.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;155.088333;122.436666;225.44;0.0;0.0;21135.268333;9973.336666;0.166667;2.5;0.0;0.0;0.0;0.0;0.666667;0.5;0.0;0.0;260.0;316.666666;0.0;1.5;1.333333;0.0;0.166667;370.0;0.0;16.666666;2.0;F;39;Middle-Age;Medium Income
3742094.0;Female;01.03.1984;31.12.2008;Single;0.0;Retirees;3825.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;30.121666;0.0;0.0;0.0;0.0;0.0;0.0;0.166667;0.0;0.0;0.0;0.0;0.0;0.166667;0.0;0.0;0.0;5.333333;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;F;24;Young;Low Income
4207963.0;Male;16.07.1967;31.12.2008;Married;1.0;Rentiers;32924.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;35.043333;0.0;0.0;0.0;0.0;848.745;2666.355;0.5;1.166667;0.666667;0.0;0.0;0.0;0.666667;0.666667;0.0;0.0;1183.333333;70.0;0.0;2.0;0.666667;0.166667;0.333333;153.333333;10.325;91.348333;1.0;F;41;Middle-Age;Medium Income
4208034.0;Female;06.04.1965;31.12.2008;Married;2.0;Employees;155685.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;702.25;0.0;75.82;0.0;0.0;0.0;428.378333;0.166667;5.333333;0.0;0.0;0.0;0.166667;5.333333;0.0;0.0;66.666666;1241.666666;0.0;0.0;6.666667;1.0;4.0;0.0;328.428333;365.36;0.0;0.0;F;43;Middle-Age;High Income
4211714.0;Male;21.02.1970;31.12.2008;Married;1.0;Employees;191060.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;11.726666;0.0;0.0;0.0;0.0;9298.841666;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;363.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;F;38;Middle-Age;High Income
1629093.0;Male;22.01.1954;31.12.2008;Married;2.0;Retirees;48768.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;803.06;0.0;0.0;0.0;0.0;0.0;0.0;0.166667;0.0;0.0;0.0;0.0;0.0;0.166667;0.0;0.0;0.0;1000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;F;54;Middle-Age;High Income
1629164.0;Male;10.08.1968;31.12.2008;Married;2.0;Employees;10285.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;288.271666;0.0;0.0;0.0;0.0;1327.013333;-43.3;2.333333;0.0;0.0;0.0;0.0;1.166667;0.833333;0.0;0.333333;396.651666;263.333333;0.0;61.02;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;F;40;Middle-Age;Low Income
2621275.0;Female;19.05.1980;31.12.2008;Single;0.0;Self-Employees;8575.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;237.958333;0.0;0.0;0.0;0.0;0.0;0.0;0.666667;2.666667;0.0;0.0;0.0;0.666667;2.666667;0.0;0.0;400.0;325.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;F;28;Young;Low Income
5909384.0;Male;26.01.1977;31.12.2008;Single;0.0;Employees;11313.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;147.24;0.0;100.0;0.0;0.0;1765.721666;0.0;0.0;0.833333;0.0;0.0;0.0;0.166667;0.666667;0.0;0.0;16.666666;260.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;F;31;Young;Low Income
5911974.0;Female;20.07.1989;31.12.2008;Single;0.0;Unemployeed;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;409.026666;0.0;0.0;0.0;0.0;0.0;0.0;0.666667;1.0;0.0;0.0;0.0;0.0;1.333333;0.333333;0.0;0.0;103.333333;4.906666;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;F;19;Young;No Income
2097204.0;Female;05.08.1948;31.12.2008;Married;0.0;Retirees;26384.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;3244.783333;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.166667;0.0;0.0;0.5;0.0;0.166667;0.0;233.333333;0.0;50.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;F;60;Senior;Medium Income
5912111.0;Male;05.06.1940;31.12.2008;Married;0.0;Retirees;108042.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2351.6;0.0;0.0;0.0;0.0;0.0;0.0;0.333333;0.0;0.0;0.0;0.0;0.333333;0.0;0.0;0.0;283.333333;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;T;68;Senior;High Income
2209005.0;Male;12.03.1955;31.12.2008;Divorced;2.0;Business-Owners;39732.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;551.113333;0.0;0.0;0.0;0.0;0.0;0.0;0.333333;0.0;0.0;0.0;0.0;0.333333;0.0;0.0;0.0;266.666666;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;F;53;Middle-Age;Medium Income
5912611.0;Male;01.01.1969;31.12.2008;Single;1.0;Employees;27897.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;496.92;0.0;0.0;0.0;0.0;10074.316666;0.0;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.5;0.0;0.0;0.0;250.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;F;39;Middle-Age;Medium Income
5912673.0;Male;29.06.1987;31.12.2008;Single;0.0;Employees;3054.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2104.899999;0.0;0.0;0.0;0.0;0.0;0.0;0.833333;1.666667;0.0;0.0;0.0;0.833333;1.666667;0.0;0.0;552.0;40.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;F;21;Young;Low Income
5912893.0;Male;02.02.1984;31.12.2008;Single;0.0;Employees;7792.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;100.0;0.0;0.0;3014.005;0.0;0.0;0.5;0.166667;0.0;0.0;0.333333;0.166667;0.166667;0.0;27.5;10.0;8.333333;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;F;24;Young;Low Income
5912905.0;Male;04.06.1966;31.12.2008;Single;0.0;Employees;20448.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;992.58;0.0;0.0;0.0;0.0;0.0;0.0;1.166667;0.0;0.0;0.0;0.0;0.5;0.666667;0.0;0.0;450.0;558.333333;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;F;42;Middle-Age;Medium Income
3644602.0;Female;13.01.1959;31.12.2008;Married;2.0;Employees;69085.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;60.203333;-5.43;0.166667;0.0;0.333333;0.0;0.0;0.0;0.0;0.333333;0.0;0.0;0.0;51.666666;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;F;49;Middle-Age;High Income
4623764.0;Male;20.06.1970;31.12.2008;Single;0.0;Unemployeed;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;13306.726666;6.22;0.0;0.0;0.666667;0.0;0.0;0.0;0.0;0.666667;0.0;0.0;0.0;137.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;F;38;Middle-Age;No Income
5913181.0;Female;19.01.1953;31.12.2008;Single;0.0;Unemployeed;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;3743.863333;0.0;0.0;0.0;0.0;0.0;0.0;0.333333;0.0;0.0;0.0;0.0;0.333333;0.0;0.0;0.0;333.333333;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;F;55;Senior;No Income
4623923.0;Male;23.02.1979;31.12.2008;Married;2.0;Employees;32077.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1266.361666;0.0;0.0;0.0;0.0;0.0;0.386666;0.0;6.666667;0.0;0.0;0.0;0.0;6.333333;0.0;0.0;0.0;1813.333333;0.0;0.0;0.666667;0.5;0.0;0.166667;17.173333;0.0;16.666666;0.0;F;29;Young;Medium Income
4020763.0;Male;20.12.1976;31.12.2008;Single;1.0;Employees;12679.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.26;0.0;0.0;0.0;0.0;0.0;2.47;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;F;32;Young;Low Income
4700985.0;Male;25.11.1976;31.12.2008;Married;2.0;Employees;15201.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;18.051666;0.0;0.0;0.0;0.0;7561.725;7.806666;0.0;0.0;2.5;0.0;0.0;0.0;0.0;1.666667;0.0;0.0;0.0;321.666666;0.0;2.0;1.0;1.0;0.0;10.833333;9.54;0.0;1.0;F;32;Young;Medium Income
5913753.0;Male;31.05.1968;31.12.2008;Married;1.0;Business-Owners;48537.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;25.861666;0.0;0.0;0.0;0.0;13671.401666;0.0;0.833333;0.0;0.166667;0.0;0.0;0.833333;0.0;0.166667;0.0;229.166666;0.0;45.833333;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;F;40;Middle-Age;High Income
5913855.0;Male;07.11.1951;31.12.2008;Married;2.0;Employees;50397.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;2792.786666;0.0;0.0;0.0;0.0;0.0;15.725;0.333333;2.166667;0.0;0.0;0.666667;0.833333;1.666667;0.0;0.666667;859.833333;858.333333;0.0;46.333333;0.166667;0.0;0.166667;0.0;0.0;19.5;0.0;0.0;F;57;Senior;High Income
5914693.0;Male;27.02.1972;31.12.2008;Single;2.0;Employees;11500.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1074.456666;0.0;0.0;0.0;0.0;2691.161666;0.0;2.166667;2.5;0.0;0.0;0.0;1.666667;2.833333;0.166667;0.166667;1153.77;1776.666666;24.666666;12.333333;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;F;36;Middle-Age;Low Income
4183811.0;Male;15.05.1981;31.12.2008;Single;0.0;Business-Owners;68158.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;6001.153333;0.0;0.666667;0.0;0.0;0.0;0.0;0.0;0.0;0.666667;0.0;0.0;0.0;266.666666;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;F;27;Young;High Income
4644332.0;Male;10.04.1976;31.12.2008;Single;0.0;Business-Owners;5114.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1723.366666;0.0;0.0;0.0;0.0;0.0;751.615;1.666667;5.666667;0.666667;0.0;0.0;0.333333;5.0;0.0;0.166667;728.333333;1355.0;0.0;38.5;5.166667;1.833333;1.666667;0.5;389.666666;110.686666;215.0;0.0;F;32;Young;Low Income
